Price,Date,Open,High,Low,Close,Volume
Ticker,,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
48,2015-03-13,186.6981414751974,186.82704330771358,181.97161187567323,182.6376190185547,12936157
49,2015-03-16,182.93840367940868,183.46476716860442,180.53216443956478,180.91888427734375,13839990
50,2015-03-17,182.73430201593467,184.74307967830916,180.6825570744975,184.0878143310547,19070082
51,2015-03-18,184.12002455740836,187.39637970571226,183.6258865475209,186.62294006347656,9269885
52,2015-03-19,188.1053643908653,188.3524262385607,183.496994766441,183.9374237060547,13934612
53,2015-03-20,184.3134019627932,185.01164896633253,182.3153660181038,183.49700927734375,10405717
54,2015-03-23,184.01261317291207,185.62392908867997,180.05950894763757,180.88665771484375,13251683
55,2015-03-24,180.91888341619023,183.53995903035315,180.91888341619023,182.1757049560547,9238431
56,2015-03-25,182.4012893439169,182.50870753199834,180.6825409684251,181.5204315185547,10264941
57,2015-03-26,180.70402523259173,182.45499907057908,177.05170643432882,178.16888427734375,20621346
58,2015-03-27,179.1571457913166,179.39348012833094,172.18550514335706,174.3876495361328,23326922
59,2015-03-30,175.44038375426558,175.67670375966594,171.11130185414825,174.1835479736328,17330588
60,2015-03-31,175.7411365066417,178.9422984579468,175.7411365066417,177.4598846435547,20235395
61,2015-04-01,177.22359724493737,180.25287657969338,174.6884559791461,179.6190948486328,14588531
